Subject Name,Subject Code,Subject Type,Primary Info,Credits,URL
Korean 4,KORE10004,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 1, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/kore10004
Contemporary Art,AHIS30020,Subject,"Offered Semester 1, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/ahis30020
Latin 4,CLAS20031,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/clas20031
Indonesian Literature and Film,INDO20015,Requisites apply,"Offered Semester 1, 2024","Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/indo20015
"Genders, Bodies & Sexualities",GEND20003,Subject,Not offered in 2024,"Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/gend20003
Media and Urban Culture in Asia,ASIA20001,Subject,Not offered in 2024,"Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/asia20001
Critical and Theoretical Studies 2,FINA10032,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 1, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/fina10032
Graphic Design Studio 3,GDES30003,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 3, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/gdes30003
German 7,GERM20001,Requisites apply,"Offered Semester 1, 2024","Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/germ20001
"Local Sites, Global Connections",GEOG30027,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/geog30027
"Slavery & Freedom: US History, 1763-1945",HIST20059,Subject,"Offered Semester 1, 2024","Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/hist20059
Korean 4,KORE10004,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 1, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/kore10004
Chinese 8,CHIN10004,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 1, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/chin10004
"Sex, Gender and Culture",GEND10001,Subject,"Offered Semester 2, 2024","Undergraduate Level 1, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/gend10001
Human Rights in Asia and the Middle East,ASIA20007,Subject,"Offered Semester 1, 2024","Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/asia20007
Piano Duo and Duet 1,MUSI20099,Requisites apply,"Offered Semester 1, 2024","Undergraduate Level 2, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/musi20099
Dance Movement Therapy Methods 2,CREA90011,Requisites apply,"Offered Semester 2 (Early-Start), 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/crea90011
Korean 1,KORE10001,Requisites apply,"Offered Semester 1, 2024","Undergraduate Level 1, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/kore10001
Popular Music Studies,MUSI20227,Subject,Not offered in 2024,"Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/musi20227
Hebrew 3,HEBR10005,Requisites apply,"Offered Semester 1, 2024","Undergraduate Level 1, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/hebr10005
German 5,GERM30005,Requisites apply,"Offered Semester 1, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/germ30005
Italian 8,ITAL20003,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/ital20003
Cooking up the Nation,SPAN30019,Requisites apply,Not offered in 2024,"Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/span30019
Calculus 2: Advanced,MAST10021,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 1, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/mast10021
Global Environmental Politics,POLS30022,Subject,"Offered Semester 2, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/pols30022
Creative Writing: Poetry and Fiction,CWRI10001,Subject,"Offered Semester 1, 2024","Undergraduate Level 1, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/cwri10001
Geomorphology: Catchment to Coast,GEOG30001,Requisites apply,"Offered Semester 1, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/geog30001
Italian 6,ITAL10007,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 1, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/ital10007
German 6,GERM30006,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/germ30006
The Politics of Sex,POLS20011,Subject,Not offered in 2024,"Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/pols20011
European Art & Absolute Power 1660-1815,AHIS30003,Subject,"Offered Semester 1, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/ahis30003
Social Problems in Japan,JAPN30002,Subject,"Offered Semester 2, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/japn30002
"Mind, Brain and Behaviour 2",PSYC10004,Subject,"Offered Semester 2, 2024","Undergraduate Level 1, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/psyc10004
Keeping the Body in Mind,ANTH20001,Subject,"Offered Semester 1, 2024","Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/anth20001
Copernicus to Darwin: A Cultural History,HPSC30037,Subject,"Offered Summer Term, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/hpsc30037
German 9,GERM30003,Requisites apply,"Offered Semester 1, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/germ30003
